school_year,district,school_name,school_key,dpi_true_id,accurate_agency_type,broad_agency_type,Choice Students,All Students,rc_n
2024-25,Appleton Area,Appleton Technical Academy,000878,0147_0490,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Appleton Technical Academy School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,East High,017469,0147_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/East High School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Fox Cities Leadership Academy,000257,0147_0450,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Fox Cities Leadership Academy School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,North High,026962,0147_0030,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/North High School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Renaissance School,071201,0147_0420,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Renaissance School School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Tesla Engineering Charter School,071975,0147_0430,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Tesla Engineering Charter School School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Valley New School,072510,0147_0460,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Valley New School School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,West High,017448,0147_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/West High School Report Card 2024-25.pdf,all_only
2024-25,Arcadia,Arcadia Elementary,001493,0154_0190,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Arcadia/Arcadia Elementary School Report Card 2024-25.pdf,all_only
2024-25,Arcadia,Arcadia Middle,001494,0154_0290,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Arcadia/Arcadia Middle School Report Card 2024-25.pdf,all_only
2024-25,Arcadia,Arcadia High,014431,0154_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Arcadia/Arcadia High School Report Card 2024-25.pdf,all_only
2024-25,Argyle,Argyle Elementary,005952,0161_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Argyle/Argyle Elementary School Report Card 2024-25.pdf,all_only
2024-25,Argyle,Argyle Middle,001578,0161_0250,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Argyle/Argyle Middle School Report Card 2024-25.pdf,all_only
2024-25,Argyle,Argyle High,005953,0161_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Argyle/Argyle High School Report Card 2024-25.pdf,all_only
2024-25,Arrowhead UHS,Arrowhead High,001302,2450_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Arrowhead UHS/Arrowhead High School Report Card 2024-25.pdf,all_only
2024-25,Ashland,Lake Superior Elementary,016208,0170_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ashland/Lake Superior Elementary School Report Card 2024-25.pdf,all_only
2024-25,Ashland,Marengo Valley Elementary,016209,0170_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ashland/Marengo Valley Elementary School Report Card 2024-25.pdf,all_only
2024-25,Ashland,Ashland Middle,016206,0170_0030,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ashland/Ashland Middle School Report Card 2024-25.pdf,all_only
2024-25,Ashland,Ashland High,016205,0170_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ashland/Ashland High School Report Card 2024-25.pdf,all_only
2024-25,Ashwaubenon,Pioneer Elementary,011882,0182_0050,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ashwaubenon/Pioneer Elementary School Report Card 2024-25.pdf,all_only
2024-25,Ashwaubenon,Valley View Elementary,011957,0182_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ashwaubenon/Valley View Elementary School Report Card 2024-25.pdf,all_only
2024-25,Ashwaubenon,Parkview Middle,011955,0182_0045,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ashwaubenon/Parkview Middle School Report Card 2024-25.pdf,all_only
2024-25,Ashwaubenon,Ashwaubenon High,011954,0182_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ashwaubenon/Ashwaubenon High School Report Card 2024-25.pdf,all_only
2024-25,Athens,Athens Elementary,012441,0196_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Athens/Athens Elementary School Report Card 2024-25.pdf,all_only
2024-25,Athens,Maple Grove Charter School,001968,0196_0100,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Athens/Maple Grove Charter School School Report Card 2024-25.pdf,all_only
2024-25,Athens,Athens Middle,012443,0196_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Athens/Athens Middle School Report Card 2024-25.pdf,all_only
2024-25,Athens,Athens High,012442,0196_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Athens/Athens High School Report Card 2024-25.pdf,all_only
2024-25,Auburndale,Auburndale Elementary,012467,0203_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Auburndale/Auburndale Elementary School Report Card 2024-25.pdf,all_only
2024-25,Auburndale,Auburndale High,012468,0203_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Auburndale/Auburndale High School Report Card 2024-25.pdf,all_only
2024-25,Augusta,Augusta Elementary,015386,0217_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Augusta/Augusta Elementary School Report Card 2024-25.pdf,all_only
2024-25,Augusta,Augusta Middle,000067,0217_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Augusta/Augusta Middle School Report Card 2024-25.pdf,all_only
2024-25,Augusta,Augusta High,015387,0217_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Augusta/Augusta High School Report Card 2024-25.pdf,all_only
2024-25,Augusta,Wildlands Charter School,000068,0217_0410,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Augusta/Wildlands Charter School School Report Card 2024-25.pdf,all_only
2024-25,Baldwin-Woodville Area,Greenfield Elementary,010009,0231_0070,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baldwin-Woodville Area/Greenfield Elementary School Report Card 2024-25.pdf,all_only
2024-25,Baldwin-Woodville Area,Viking Middle,010390,0231_0090,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baldwin-Woodville Area/Viking Middle School Report Card 2024-25.pdf,all_only
2024-25,Baldwin-Woodville Area,Baldwin-Woodville High,010008,0231_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baldwin-Woodville Area/Baldwin-Woodville High School Report Card 2024-25.pdf,all_only
2024-25,Bangor,Bangor Elementary,014457,0245_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Bangor/Bangor Elementary School Report Card 2024-25.pdf,all_only
2024-25,Bangor,Bangor Middle/High,014458,0245_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Bangor/Bangor Middle/High School Report Card 2024-25.pdf,all_only
2024-25,Baraboo,Al Behrman Elementary,009319,0280_0180,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baraboo/Al Behrman Elementary School Report Card 2024-25.pdf,all_only
2024-25,Baraboo,East Elementary,009316,0280_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baraboo/East Elementary School Report Card 2024-25.pdf,all_only
2024-25,Baraboo,North Freedom Elementary,009712,0280_0140,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baraboo/North Freedom Elementary School Report Card 2024-25.pdf,all_only
2024-25,Baraboo,Willson Elementary,009318,0280_0110,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baraboo/Willson Elementary School Report Card 2024-25.pdf,all_only
2024-25,Baraboo,Jack Young Middle,009314,0280_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baraboo/Jack Young Middle School Report Card 2024-25.pdf,all_only
2024-25,Baraboo,Baraboo High,009315,0280_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baraboo/Baraboo High School Report Card 2024-25.pdf,all_only
2024-25,Barneveld,Barneveld Elementary,005974,0287_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Barneveld/Barneveld Elementary School Report Card 2024-25.pdf,all_only
2024-25,Barneveld,Barneveld Middle School,002056,0287_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Barneveld/Barneveld Middle School School Report Card 2024-25.pdf,all_only
2024-25,Barneveld,Barneveld High,005975,0287_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Barneveld/Barneveld High School Report Card 2024-25.pdf,all_only
2024-25,Barron Area,Barron Area Montessori School,000275,0308_0100,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Barron Area/Barron Area Montessori School School Report Card 2024-25.pdf,all_only
2024-25,Barron Area,Ridgeland-Dallas Elementary,016032,0308_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Barron Area/Ridgeland-Dallas Elementary School Report Card 2024-25.pdf,all_only
2024-25,Barron Area,Woodland Elementary,016379,0308_0160,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Barron Area/Woodland Elementary School Report Card 2024-25.pdf,all_only
2024-25,Barron Area,Riverview Middle,016378,0308_0140,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Barron Area/Riverview Middle School Report Card 2024-25.pdf,all_only
2024-25,Barron Area,Barron High,016377,0308_0030,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Barron Area/Barron High School Report Card 2024-25.pdf,all_only
2024-25,Bayfield,Bayfield Elementary,016446,0315_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Bayfield/Bayfield Elementary School Report Card 2024-25.pdf,all_only
2024-25,Bayfield,La Pointe Elementary,016759,0315_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Bayfield/La Pointe Elementary School Report Card 2024-25.pdf,all_only
2024-25,Bayfield,Bayfield Middle,016447,0315_0030,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Bayfield/Bayfield Middle School Report Card 2024-25.pdf,all_only
2024-25,Bayfield,Bayfield High,016448,0315_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Bayfield/Bayfield High School Report Card 2024-25.pdf,all_only
2024-25,Beaver Dam Unified,Jefferson Elementary,009379,0336_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Beaver Dam Unified/Jefferson Elementary School Report Card 2024-25.pdf,all_only
2024-25,Beaver Dam Unified,Lincoln Elementary,009380,0336_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Beaver Dam Unified/Lincoln Elementary School Report Card 2024-25.pdf,all_only
